124	84	36726434	36736850
179	214	2451589406	2451627712
96	177	3196367551	3196384543
6	205	3797850325	3797851555
21	61	4023298830	4023300111
113	0	3348094391	3348094391
147	216	3440995112	3441026864
195	70	3196995197	3197008847
202	96	577332383	577351775
170	80	3845066853	3845080453
24	34	3993358338	3993359154
253	123	2718546904	2718578023
179	188	51235585	51269237
189	196	2235599470	2235636514
212	251	2721215297	2721268509
14	182	2508815037	2508817585
190	31	57849543	57855433
237	177	2054824174	2054866123
76	8	3146286669	3146287277
229	32	1280036675	1280044003
190	46	3223808874	3223817614
114	136	473114837	473130341
202	252	2200606396	2200657300
29	2	3245900450	3245900508
39	191	1517786760	1517794209
66	193	1550230949	1550243687
159	145	3045983578	3046006633
23	68	1227827213	1227828777
17	43	3929315390	3929316121
228	106	3014464368	3014488536
58	37	1388409701	1388411847
37	178	3814927862	3814934448
148	67	3099899979	3099909895
208	30	1978421285	1978427525
254	229	313234783	313292949
114	182	1759761468	1759782216
76	181	426021930	426035686
203	90	2933713402	2933731672
217	67	2276961555	2276976094
236	182	1876424767	1876467719
252	74	155403671	155422319
120	138	1118180410	1118196970
54	31	3364636478	3364638152
228	96	238908839	238930727
164	205	2021695608	2021729228
18	110	4068910522	4068912502
209	210	3228032407	3228076297
123	216	3167779095	3167805663
192	221	347927479	347969911
7	9	3957837012	3957837075
12	215	1059832572	1059835152
104	6	733832256	733832880
140	198	2462543844	2462571564
119	129	1877504621	1877519972
110	32	1074666522	1074670042
147	144	3503538089	3503559257
36	207	1572684362	1572691814
72	20	3721009902	3721011342
253	204	4064783800	4064835412
201	119	2768058967	2768082886
118	177	1761195906	1761216792
59	251	3399354589	3399369398
137	117	3178698369	3178714398
171	200	3520491921	3520526121
166	201	4096363192	4096396558
59	124	2503923911	2503931227
241	186	791050928	791095754
243	24	1363911223	1363917055
135	243	28956649	28989454
109	172	1660378484	1660397232
229	3	162867013	162867700
54	131	1085592276	1085599350
112	241	885095622	885122614
161	178	3432408128	3432436786
193	221	1002173578	1002216231
99	77	4236457599	4236465222
176	185	4012837754	4012870314
242	77	2165427103	2165445737
247	152	2554719406	2554756950
129	177	4274937931	4274960764
80	179	405829231	405843551
144	221	1551000231	1551032055
241	174	4157614759	4157656693
24	99	2047214336	2047216712
216	193	3848347970	3848389658
172	3	794014723	794015239
74	239	3440861599	3440879285
135	112	370114011	370129131
189	43	475439166	475447293
62	128	898549306	898557242
136	205	946540371	946568251
139	109	4109240597	4109255748
118	209	2451779860	2451804522
40	84	4017886491	4017889851
1	113	2158674706	2158674819
133	216	1752110976	1752139704
34	65	1738708049	1738710259
154	28	1809021027	1809025339
20	111	925871938	925874158
245	24	433854778	433860658
146	76	3290422492	3290433588
157	101	489262366	489278223
166	30	478038863	478043843
30	213	173651000	173657390
192	142	525886160	525913424
23	147	2465702120	2465705501
23	134	3734108334	3734111416
190	175	405397967	405431217
152	40	1670316508	1670322588
81	11	1784036991	1784037882
190	49	2918762694	2918772004
192	24	1090250270	1090254878
14	17	1691364425	1691364663
114	80	1659702701	1659711821
39	73	886329225	886332072
114	117	2806996728	2807010066
225	191	2723211474	2723254449
105	133	1700232314	1700246279
134	69	1983615872	1983625118
42	227	2264071905	2264081439
150	23	129535196	129538646
190	43	2630756809	2630764979
150	101	976237673	976252823
48	193	4147439085	4147448349
153	233	3672013502	3672049151
77	78	2092799272	2092805278
19	125	2887308860	2887311235
83	0	2628021539	2628021539
123	59	13195471	13202728
148	20	3012469840	3012472800
179	235	95598893	95640958
64	71	2977645809	2977650353
88	180	4003754522	4003770362
122	45	1610147523	1610153013
88	223	1107449275	1107468899
39	176	1737150410	1737157274
142	150	2739447963	2739469263
208	91	1285996417	1286015345
79	43	688831104	688834501
36	120	1957564409	1957568729
43	241	805165638	805176001
84	44	3885198446	3885202142
1	184	1564367531	1564367715
133	25	779621275	779624600
60	177	2081961854	2081972474
17	37	594724304	594724933
143	82	1927756936	1927768662
100	106	2473370601	2473381201
39	173	3165405085	3165411832
118	129	3188884680	3188899902
28	137	2499998163	2500001999
107	90	2167569961	2167579591
87	222	1077802325	1077821639
219	104	2371893220	2371915996
50	232	1618822307	1618833907
129	151	3700018421	3700037900
0	185	1644759596	1644759596
99	10	2043995131	2043996121
6	108	1025967543	1025968191
20	124	1970026612	1970029092
19	54	3224006151	3224007177
46	127	664498673	664504515
56	166	3861910206	3861919502
245	27	3614050422	3614057037
206	5	3984104012	3984105042
77	11111111	2899054985	2899070308
87	207	3081910088	3081928097
41	149	1907180212	1907186321
234	47	4211142629	4211153627
51	103	2884782595	2884787848
148	227	365503726	365537322
252	217	3668811903	3668866587
222	57	2569208265	2569220919
33	127	2241374519	2241378710
24	247	1731213658	1731219586
71	147	1485072077	1485082514
205	116	3012492744	3012516524
190	28	1639308362	1639313682
46	44	3405176795	3405178819
225	59	1605830516	1605843791
128	80	1536631469	1536641709
241	130	1898940000	1898971330
158	172	3675755770	3675782946
69	248	1614568676	1614585788
147	93	3503297395	3503311066
9	201	2942782837	2942784646
72	181	4038300693	4038313725
233	136	368465467	368497155
1	97	1995529417	1995529514
158	7	1521786096	1521787202
200	169	1672485906	1672519706
141	186	1474019246	1474045472
1	145	2693756431	2693756576
106	28	1744125845	1744128813
185	17	782847517	782850662
65	142	3930274487	3930283717
233	166	1440281469	1440320147
178	158	3414215886	3414244010
11111111	32	3678795750	3678802118
10	124	727018609	727019849
232	70	32775747	32791987
223	30	421905682	421912372
132	7	1081229865	1081230789
124	159	3719078473	3719098189
61	251	119545867	119561178
247	79	2168101012	2168120525
5	194	2689495981	2689496951
124	96	2489538624	2489550528
193	64	33835673	33848025
4	250	3821905262	3821906262
89	62	3380553051	3380558569
23	161	2497860893	2497864596
119	210	236419829	236444819
172	144	4054209533	4054234301
226	18	2833643864	2833647932
204	117	1320863334	1320887202
90	41	1637732051	1637735741
42	66	2307633376	2307636148
190	50	498082449	498091949
234	54	1307044166	1307056802
197	201	3168771503	3168811100
165	107	1204357295	1204374950
111	178	1440482920	1440502678
16	220	2937825142	2937828662
60	162	752612608	752622328
129	106	1512418693	1512432367
239	114	2507233167	2507260413
104	228	313341658	313365370
195	123	4003125947	4003149932
220	97	1875632139	1875653479
6	111	1974150365	1974151031
198	88	970661020	970678444
216	6	3595986332	3595987628
17	81	3842591404	3842592781
206	58	256921553	256933501
170	199	4127876821	4127910651
39	199	4094615601	4094623362
90	3	2096519784	2096520054
159	154	655558086	655582572
45	181	1050964154	1050972299
26	83	3478209390	3478211548
209	11	3138912883	3138915182
135	184	1262937668	1262962508
61	175	3707903583	3707914258
217	222	1364566436	1364614610
128	166	3390061608	3390082856
219	89	37452515	37472006
148	121	4152649926	4152667834
126	115	2627674639	2627689129
220	139	64913689	64944269
117	238	2816324722	2816352568
0	228	3377813514	3377813514
67	79	3110651614	3110656907
172	244	1855353162	1855395130
105	149	428576396	428592041
36	241	1769239101	1769247777
198	223	2914208176	2914252330
153	85	3084480179	3084493184
59	41	1687052481	1687054900
77	200	3393741203	3393756603
146	32	1287255810	1287260482
11111111	61	2344015911	2344028050
89	226	713286926	713307040
154	61	2198118092	2198127486
64	63	978637710	978641742
180	62	2765322964	2765334124
165	93	1085180457	1085195802
178	6	2546432679	2546433747
49	83	1699205087	1699209154
82	157	2577963916	2577976790
56	1	3547998918	3547998974
87	234	253029109	253049467
59	105	3025417855	3025424050
164	235	637398023	637436563
60	113	90809590	90816370
141	60	664923411	664931871
14	243	548845100	548848502
242	239	348925717	348983555
167	188	1471805016	1471836412
216	157	899129383	899163295
254	6	2422427685	2422429209
85	21	2129407252	2129409037
244	240	3190959754	3191018314
46	1	2342711593	2342711639
123	137	3920751863	3920768714
192	117	705717132	705739596
192	119	3374938513	3374961361
42	207	1206952630	1206961324
173	43	1236037779	1236045218
136	45	3591264357	3591270477
86	146	2269247023	2269259579
45	84	4208339965	4208343745
251	84	3805121338	3805142422
48	190	608282202	608291322
89	72	1534456105	1534462513
172	174	780728515	780758443
42	243	2856458761	2856468967
74	185	1925105548	1925119238
54	111	893286105	893292099
20	107	3395400531	3395402671
99	148	1707463059	1707477711
195	136	319773261	319799781
48	93	2831989406	2831993870
18	19	512463419	512463761
142	120	1957553930	1957570970
187	84	3731423744	3731439452
159	90	1833529088	1833543398
89	239	137444579	137465850
127	64	899646493	899654621
231	138	1597823568	1597855446
113	222	2625561319	2625586405
11	39	10306178	10306607
98	46	2556675989	2556680497
152	194	1235080443	1235109931
135	156	1376235308	1376256368
121	157	2366956288	2366975285
5	85	3497401056	3497401481
82	243	485720516	485740442
44	25	3968844224	3968845324
233	16	2764278176	2764281904
178	59	1167318481	1167328983
127	120	3680755014	3680770254
225	214	3207387938	3207436088
47	46	1657750809	1657752971
1	203	3632454832	3632455035
126	241	1807720350	1807750716
222	241	2286800010	2286853512
200	110	2656494574	2656516574
151	142	191450272	191471714
4	10	1129365865	1129365905
215	38	1823825487	1823833657
96	36	1892437907	1892441363
169	45	4109500836	4109508441
33	16	3731197973	3731198501
173	56	769784488	769794176
185	85	3818610259	3818625984
51	34	1449828522	1449830256
148	200	427353313	427382913
118	215	3325830866	3325856236
173	224	2887516491	2887555243
95	234	1938647012	1938669242
219	238	2681488079	2681540201
136	171	97323546	97346802
9	158	566391533	566392955
33	153	3012585550	3012590599
176	133	3756766540	3756789948
156	52	4079270320	4079278432
236	35	98788911	98797171
247	190	4055095632	4055142562
150	254	1771739842	1771777942
30	223	2197228702	2197235392
188	74	3895625464	3895639376
19	39	896401303	896402044
209	207	2794117263	2794160526
141	216	2938596195	2938626651
154	185	2799823396	2799851886
40	149	1754610108	1754616068
87	172	3419491189	3419506153
175	112	1872185562	1872205162
74	154	967799148	967810544
94	176	2742163993	2742180537
189	98	3181205489	3181224011
71	90	375921579	375927969
224	165	363312781	363349741
121	31	3398746313	3398750064
12	2	1936325594	1936325618
157	54	1810569271	1810577749
236	238	3265022609	3265078777
221	166	740870998	740907684
120	172	1633211463	1633232103
187	248	627994831	628041207
24	41	80222138	80223122
226	136	1810793654	1810824390
77	229	413831975	413849608
201	185	623535998	623573183
32	41	3883911044	3883912356
126	2	2565048223	2565048475
54	200	2388446906	2388457706
167	112	3086978363	3086997067
120	6	1206791272	1206791992
198	166	1801845539	1801878407
163	221	2630701663	2630737686
27	204	3444802687	3444808195
57	144	3509906118	3509914326
113	161	451984942	452003135
63	222	2639078834	2639092820
96	194	766832128	766850752
62	249	2056802200	2056817638
106	186	1545308444	1545328160
235	73	3403894678	3403911833
214	208	2032826032	2032870544
50	11	4014672210	4014672760
188	26	721242617	721247505
209	88	384741396	384759788
75	141	2658852910	2658863485
72	121	2228730042	2228738754
105	8	3648447580	3648448420
55	52	4184151764	4184154624
66	21	2776997713	2776999099
96	191	2346457870	2346476206
132	161	4115154494	4115175746
98	238	1893442406	1893465730
254	117	1501296813	1501326531
9	226	513479840	513481874
27	83	3890385825	3890388066
161	249	398164828	398204917
147	168	1875227773	1875252469
89	1	2972252903	2972252992
193	102	2370836054	2370855740
98	146	154483736	154498044
102	127	435233256	435246210
174	33	2140167486	2140173228
185	192	135099952	135135472
2	235	846200708	846201178
111	156	1795264384	1795281700
88	35	2357101916	2357104996
76	32	4200928218	4200930650
173	83	3203100045	3203114404
22	207	2750262552	2750267106
229	69	3055099719	3055115520
89	176	3153738739	3153754403
242	173	4260263399	4260305265
228	49	2810870696	2810881868
83	105	654200874	654209589
129	73	4020204556	4020213973
78	216	1925399255	1925416103
19	214	4156796221	4156800287
79	3	3927218406	3927218643
128	129	717573719	717590231
187	176	607581802	607614714
188	31	875401713	875407541
26	126	4259148073	4259151349
141	213	3310754497	3310784530
141	104	3889761744	3889776408
156	106	3513671393	3513687929
81	242	52791377	52810979
168	66	176532174	176543262
164	222	3634490536	3634526944
104	219	1243022468	1243045244
97	106	4184583056	4184593338
137	36	1560601936	1560606868
141	16	3698914857	3698917113
181	196	1784056469	1784091945
172	116	1182950305	1182970257
94	140	1926529210	1926542370
88	98	1396891217	1396899841
162	32	1489144910	1489150094
196	37	2092688526	2092695778
247	7	3832389696	3832391425
128	200	1665822064	1665847664
241	189	2229226584	2229272133
39	57	3433187012	3433189235
132	83	1830396587	1830407543
17	103	4201391307	4201393058
81	206	2993047654	2993064340
155	189	392436676	392465971
136	190	2852080459	2852106299
237	136	2793207277	2793239509
142	73	4168139342	4168149708
108	85	4048008028	4048017208
10	216	395465768	395467928
15	233	3696568062	3696571557
198	49	1983317801	1983327503
26	79	1610620376	1610622430
128	142	2459289409	2459307585
121	191	209144114	209167225
192	89	3684655309	3684672397
70	227	4269470280	4269486170
156	181	3559016733	3559044969
43	229	2722336784	2722346631
152	100	1425755749	1425770949
197	141	2704402226	2704430003
79	61	1152929004	1152933823
123	232	2151740491	2151769027
166	0	3921744813	3921744813
24	6	3007716669	3007716813
249	201	3069403126	3069453175
37	61	1730622934	1730625191
112	224	1355313358	1355338446
9	200	2858972817	2858974617
235	144	3568942713	3568976553
3	23	2631657095	2631657164
183	159	3851029083	3851058180
124	165	4043538936	4043559396
87	167	458671307	458685836
193	217	2130406382	2130448263
245	18	4028171420	4028175830
144	63	3119714832	3119723904
175	249	636831011	636874586
182	152	1981239622	1981267286
220	14	3545353305	3545356385
139	99	2118882402	2118896163
114	244	1035202361	1035230177
109	205	2715888165	2715910510
39	184	4163559815	4163566991
149	200	4278333681	4278363481
